,channelTitle,viewCount,likeCount,definition,commentCount,caption,subscribers,totalViews,totalVideos,avg polarity score,pushblishYear,durationSecs,tagCount,title length,description length,Label
284,1,148605,4205,0,434,0,1850000,74531687,104,0.2976348561,2020,496.0,157,62,314,1
285,10,25948,499,0,63,0,101000,4735276,66,0.4602724138,2021,1197.0,498,99,4108,0
286,10,41269,1103,0,74,0,101000,4735276,66,0.4658077922,2021,1378.0,433,78,3648,0
287,10,5208,297,0,45,0,101000,4735276,66,0.495844,2021,572.0,517,56,2137,0
288,10,18771,480,0,52,0,101000,4735276,66,0.4954223077,2021,1735.0,517,88,2665,0
289,10,4291,268,0,25,0,101000,4735276,66,0.498548951,2021,1170.0,503,72,3739,0
290,10,6142,188,0,47,0,101000,4735276,66,0.503052071,2021,2801.0,499,67,3124,0
291,10,1522,43,0,6,0,101000,4735276,66,0.5014348837,2021,778.0,348,80,2855,0
292,10,1249,34,0,8,0,101000,4735276,66,0.4960914773,2021,1180.0,369,75,3707,0
293,10,3115,95,0,11,0,101000,4735276,66,0.4988370166,2021,893.0,522,86,3508,0
294,10,1805,66,0,9,0,101000,4735276,66,0.5016241935,2021,686.0,540,96,3179,0
295,10,1185,39,0,6,0,101000,4735276,66,0.5002407407,2021,597.0,494,82,3295,0
296,10,39091,558,0,76,0,101000,4735276,66,0.4916117904,2021,1121.0,431,100,2842,0
297,10,1671,54,0,21,0,101000,4735276,66,0.4944201681,2021,1770.0,511,96,2773,0
298,10,1236,46,0,10,0,101000,4735276,66,0.4954454545,2021,1435.0,511,97,2959,0
299,10,1278,55,0,14,0,101000,4735276,66,0.4950441767,2021,744.0,495,82,2555,0
300,10,2108,75,0,16,0,101000,4735276,66,0.5029753906,2021,681.0,522,88,2415,0
301,10,245332,3670,0,282,0,101000,4735276,66,0.4640604167,2021,594.0,528,58,2452,0
302,5,4063,70,0,2,0,57000,5006198,249,0.0,2020,425.0,178,46,156,0
303,5,9502,172,0,7,0,57000,5006198,249,0.3380142857,2020,341.0,122,13,257,0
304,5,1189,24,0,1,0,57000,5006198,249,0.2957625,2020,307.0,0,17,266,0
305,5,1738,45,0,4,0,57000,5006198,249,0.27273,2020,404.0,147,40,184,0
306,5,887,17,0,0,0,57000,5006198,249,0.27273,2020,289.0,0,18,193,0
307,5,851,17,0,0,0,57000,5006198,249,0.27273,2020,307.0,0,20,189,0
308,5,2220,26,0,0,0,57000,5006198,249,0.27273,2020,253.0,0,19,173,0
309,5,1680,42,0,4,0,57000,5006198,249,0.263975,2020,301.0,0,20,482,0
310,5,926,21,0,0,0,57000,5006198,249,0.263975,2020,482.0,0,22,668,0
311,5,2078,36,0,1,0,57000,5006198,249,0.2935615385,2020,317.0,58,27,409,0
312,5,1406,22,0,0,0,57000,5006198,249,0.2935615385,2020,332.0,88,29,227,0
313,5,516,6,0,0,0,57000,5006198,249,0.2935615385,2020,296.0,0,31,303,0
314,5,533,10,0,0,0,57000,5006198,249,0.2935615385,2020,439.0,0,17,323,0
315,5,19671,310,0,21,0,57000,5006198,249,0.4038807692,2020,320.0,49,16,563,0
316,5,23560,352,0,14,0,57000,5006198,249,0.4192243243,2020,388.0,126,18,542,0
317,5,5810,82,0,11,0,57000,5006198,249,0.3953636364,2020,319.0,206,17,151,0
318,5,1234,34,0,0,0,57000,5006198,249,0.3953636364,2020,496.0,56,16,213,0
319,5,215579,5698,0,215,1,57000,5006198,249,0.3929192308,2021,1124.0,136,40,708,0
320,5,43766,965,0,50,0,57000,5006198,249,0.3791983402,2021,1214.0,280,42,1231,0
321,5,10097,259,0,23,0,57000,5006198,249,0.3873679842,2021,1438.0,195,37,1325,0
322,5,677,15,0,2,0,57000,5006198,249,0.3884401575,2020,656.0,126,36,883,0
323,5,1291,33,0,5,0,57000,5006198,249,0.3901992248,2021,1421.0,266,48,770,0
324,5,5126,113,0,14,0,57000,5006198,249,0.3930488806,2021,1085.0,299,51,738,0
325,5,616,12,0,0,0,57000,5006198,249,0.3930488806,2020,472.0,0,12,242,0
326,5,1112,29,0,2,0,57000,5006198,249,0.3937051852,2020,455.0,150,12,211,0
327,5,502,16,0,1,0,57000,5006198,249,0.392902214,2020,512.0,78,19,347,0
328,5,9444,316,0,18,0,57000,5006198,249,0.3986394366,2021,1215.0,282,34,711,0
329,5,943,16,0,1,0,57000,5006198,249,0.3987196491,2021,1220.0,241,23,794,0
330,5,16859,476,0,50,0,57000,5006198,249,0.3793706625,2021,1049.0,192,57,582,0
331,5,3582,120,0,7,0,57000,5006198,249,0.3809529412,2021,1013.0,290,35,670,0
332,8,229123,1478,0,95,0,47500,5917076,253,0.2443385714,2019,199.0,155,62,487,0
333,8,74460,694,0,21,0,47500,5917076,253,0.2686066667,2019,330.0,155,55,492,0
334,8,52679,366,0,7,0,47500,5917076,253,0.2857442105,2019,79.0,155,62,562,0
335,8,84438,618,0,89,0,47500,5917076,253,0.213205036,2019,315.0,166,68,422,0
336,8,55144,397,0,58,0,47500,5917076,253,0.1878194118,2019,469.0,201,65,465,0
337,8,69967,780,0,42,0,47500,5917076,253,0.1958920792,2019,604.0,155,55,467,0
338,8,70196,774,0,54,0,47500,5917076,253,0.2215058091,2019,453.0,155,69,411,0
339,8,58397,499,0,101,0,47500,5917076,253,0.1683270627,2019,261.0,155,68,447,0
340,8,64723,943,0,107,0,47500,5917076,253,0.2074997297,2019,725.0,162,61,873,0
341,8,60768,640,0,49,0,47500,5917076,253,0.2130264484,2019,552.0,164,54,651,0
342,8,44219,472,0,42,0,47500,5917076,253,0.2190983645,2019,588.0,162,61,488,0
343,8,46649,598,0,57,0,47500,5917076,253,0.2297657388,2019,419.0,155,70,1261,0
344,8,42117,476,0,39,0,47500,5917076,253,0.2409155378,2019,211.0,177,58,669,0
345,8,40905,490,0,33,0,47500,5917076,253,0.2443467803,2019,279.0,155,55,945,0
346,8,29555,364,0,27,0,47500,5917076,253,0.2529977941,2019,641.0,200,56,465,0
347,8,28814,347,0,69,0,47500,5917076,253,0.2587865646,2019,742.0,200,62,466,0
348,8,41391,391,0,61,0,47500,5917076,253,0.2567113057,2019,610.0,223,60,2135,0
349,8,25464,288,0,24,0,47500,5917076,253,0.2534698609,2019,659.0,252,53,848,0
350,8,39518,404,0,37,0,47500,5917076,253,0.2587943368,2019,545.0,143,60,488,0
351,8,35430,367,0,53,0,47500,5917076,253,0.2607353607,2019,475.0,157,63,453,0
352,8,42882,501,0,55,0,47500,5917076,253,0.263033378,2019,769.0,153,64,856,0
353,8,83470,982,0,129,0,47500,5917076,253,0.2668640964,2019,784.0,163,49,1453,0
354,8,41268,493,0,48,0,47500,5917076,253,0.2638962877,2019,276.0,177,66,1756,0
355,8,45030,606,0,75,0,47500,5917076,253,0.2711766958,2019,337.0,174,63,1432,0
356,8,46313,687,0,206,0,47500,5917076,253,0.3075410399,2019,313.0,153,63,385,0
357,7,583005,12279,0,483,0,988000,123211115,1924,0.42535175,2020,367.0,321,37,1121,1
358,7,304116,6087,0,255,0,988000,123211115,1924,0.4054457237,2020,782.0,304,53,1032,1
359,7,214260,3902,0,84,0,988000,123211115,1924,0.4067358006,2020,397.0,410,47,1029,1
360,7,168490,3127,0,88,0,988000,123211115,1924,0.4077768076,2020,332.0,367,52,1000,1
361,7,175157,3495,0,160,0,988000,123211115,1924,0.4018884346,2020,369.0,429,44,1023,1
362,7,153709,2875,0,79,0,988000,123211115,1924,0.4019205752,2020,400.0,304,38,956,1
363,7,186427,3591,0,112,0,988000,123211115,1924,0.4096805639,2020,441.0,370,37,1007,1
364,7,187347,4410,0,180,0,988000,123211115,1924,0.4135448819,2020,402.0,423,52,985,1
365,7,136366,2870,0,63,0,988000,123211115,1924,0.4171737595,2020,260.0,348,49,1297,1
366,7,145967,2859,0,181,0,988000,123211115,1924,0.4112380879,2020,404.0,369,42,1021,1
367,7,165130,3543,0,129,0,988000,123211115,1924,0.4098078628,2021,536.0,328,31,1008,1
368,7,123282,2507,0,67,0,988000,123211115,1924,0.4088136458,2021,177.0,304,44,1024,1
369,7,121064,2505,0,94,0,988000,123211115,1924,0.4061042791,2021,271.0,304,44,874,1
370,7,158141,3119,0,89,0,988000,123211115,1924,0.4062418297,2021,236.0,372,53,946,1
371,7,120808,2888,0,95,0,988000,123211115,1924,0.4060316766,2021,260.0,304,48,1009,1
372,7,170936,2930,0,119,0,988000,123211115,1924,0.3971277205,2021,311.0,304,43,982,1
373,7,164904,3099,0,141,0,988000,123211115,1924,0.3939989757,2021,475.0,358,54,982,1
374,7,92965,2060,0,52,0,988000,123211115,1924,0.3920023784,2021,227.0,304,53,874,1
375,7,120978,2547,0,94,0,988000,123211115,1924,0.3894538892,2021,459.0,304,47,1007,1
376,7,124111,3709,0,237,0,988000,123211115,1924,0.3932182706,2021,529.0,397,46,874,1
377,7,266015,4662,0,136,0,988000,123211115,1924,0.3939903197,2021,502.0,477,42,1015,1
378,7,133104,2643,0,75,0,988000,123211115,1924,0.3937688879,2021,324.0,304,44,874,1
379,7,113373,2377,0,78,0,988000,123211115,1924,0.391476835,2021,210.0,382,38,874,1
380,7,114009,2971,0,187,0,988000,123211115,1924,0.3861287897,2021,410.0,502,43,1024,1
381,7,109920,2710,0,116,0,988000,123211115,1924,0.3839568918,2021,483.0,304,42,1007,1
382,7,72603,1777,0,113,0,988000,123211115,1924,0.381040236,2021,316.0,304,46,991,1
383,7,139582,2860,0,127,0,988000,123211115,1924,0.3848649317,2021,567.0,478,51,1004,1
384,7,81247,1682,0,32,0,988000,123211115,1924,0.3848930896,2021,172.0,304,39,972,1
385,7,114731,2138,0,91,0,988000,123211115,1924,0.3852379199,2021,318.0,304,47,874,1
386,7,65894,1780,0,68,0,988000,123211115,1924,0.3834627589,2021,218.0,304,48,1003,1
387,7,59988,1609,0,55,0,988000,123211115,1924,0.3822515749,2021,226.0,304,40,874,1
388,7,70370,6331,0,748,0,988000,123211115,1924,0.4232751544,2021,257.0,403,48,896,1
